,TRUE,Pre,Error,True070414,True070409,True07040430,true3625,pred3625,error3625,true3859,pred3859,error3859
880,2,2.34159,0.34159,3,2,2,1,1.5524118,0.5524117946624756,1,1.8893992,0.8893991708755493
881,5,2.0468599999999997,2.9531400000000003,4,1,1,2,1.5675969,0.4324030876159668,3,2.8093953,0.19060468673706055
882,5,8.4214,3.4214,15,5,6,6,4.228096,1.7719039916992188,7,6.6869254,0.31307458877563477
883,0,0.85941,0.85941,1,1,1,0,0.39668918,0.39668917655944824,0,0.52539617,0.5253961682319641
884,0,0.007259999999999999,0.007259999999999999,1,0,2,0,0.47936106,0.47936105728149414,1,0.8444821,0.15551787614822388
885,7,5.25817,1.74183,10,5,4,3,2.50108,0.4989199638366699,3,3.9370532,0.9370532035827637
886,3,1.18727,1.81273,1,0,0,0,0.77257305,0.7725730538368225,1,0.9402782,0.05972182750701904
887,0,0.014180000000000002,0.014180000000000002,3,0,0,1,0.2778293,0.7221707105636597,0,0.4993136,0.4993135929107666
888,0,0.01242,0.01242,1,0,0,0,0.0,0.0,0,0.0,0.0
889,2,2.03877,0.03877,4,2,2,1,1.5870668,0.5870667695999146,1,2.3433847,1.3433847427368164
890,0,0.41978000000000004,0.41978000000000004,0,0,0,2,0.4123918,1.5876081883907318,0,0.67060363,0.6706036329269409
891,0,0.5766100000000001,0.5766100000000001,1,0,1,0,0.4142347,0.4142346978187561,1,0.7423777,0.25762230157852173
892,1,1.9272200000000002,0.92722,5,4,0,3,0.9089631,2.0910369157791138,1,2.4054885,1.4054884910583496
893,0,0.5373399999999999,0.5373399999999999,3,0,0,1,0.3277744,0.6722255945205688,0,0.5330045,0.5330045223236084
894,0,0.026080000000000002,0.026080000000000002,0,0,0,1,0.0,1.0,0,0.0,0.0
895,4,0.00461,4.00461,4,1,1,0,1.0872296,1.087229609489441,2,2.1119657,0.11196565628051758
896,10,6.54548,3.4545199999999996,23,6,2,8,3.3991597,4.600840330123901,7,8.497592,1.4975919723510742
897,5,5.32239,0.32239,4,3,4,2,3.5543704,1.554370403289795,8,4.9905496,3.0094504356384277
898,0,0.31887,0.31887,1,0,0,0,0.33339703,0.3333970308303833,0,0.6139801,0.6139801144599915
899,0,0.4168,0.4168,0,1,0,0,0.17391196,0.1739119589328766,0,0.3304077,0.3304077088832855
900,1,2.32872,1.3287200000000001,2,1,1,0,1.4677194,1.4677194356918335,2,2.5806289,0.5806288719177246
901,1,1.41149,0.41148999999999997,0,1,1,1,0.781793,0.2182070016860962,3,1.4852943,1.5147056579589844
902,0,0.02912,0.02912,0,0,0,0,0.09249984,0.09249983727931976,0,0.2373064,0.2373064011335373
903,0,0.29414,0.29414,0,0,0,0,0.18270399,0.18270398676395416,1,0.8009284,0.19907158613204956
904,0,0.20981999999999998,0.20981999999999998,0,1,0,0,0.11459567,0.11459566652774811,0,0.22490412,0.2249041199684143
905,0,0.49126000000000003,0.49126000000000003,1,0,0,0,0.2215713,0.22157129645347595,1,0.54684234,0.4531576633453369
906,2,2.95229,0.95229,4,2,2,1,1.897434,0.8974339962005615,3,3.3361776,0.3361775875091553
907,0,0.7447600000000001,0.7447600000000001,0,0,0,0,0.40627232,0.4062723219394684,1,1.0026882,0.002688169479370117
908,0,0.0030399999999999997,0.0030399999999999997,0,0,0,0,0.0,0.0,0,0.0,0.0
909,1,2.23822,1.23822,3,1,1,0,1.4658864,1.4658863544464111,3,3.017045,0.017045021057128906
910,0,0.01008,0.01008,0,0,0,0,0.38030148,0.38030147552490234,1,0.71052146,0.2894785404205322
911,0,1.3186,1.3186,2,1,1,0,1.037773,1.0377730131149292,3,1.7441261,1.2558739185333252
912,1,2.3435599999999996,1.34356,5,1,2,2,1.2710541,0.7289458513259888,1,2.691032,1.6910319328308105
913,0,0.00633,0.00633,0,1,0,1,0.09491015,0.9050898477435112,0,0.22695136,0.22695136070251465
914,0,0.00234,0.00234,0,0,0,0,0.0,0.0,0,0.0,0.0
915,1,0.22214,0.77786,0,0,0,0,0.0,0.0,0,0.0,0.0
916,1,0.00627,1.00627,1,0,0,0,0.27980176,0.27980175614356995,0,0.85865396,0.8586539626121521
917,0,0.0032700000000000003,0.0032700000000000003,0,0,0,0,0.011560288,0.0115602882578969,0,0.04337875,0.04337875172495842
918,2,1.47069,0.5293100000000001,1,2,0,0,0.31055462,0.3105546236038208,0,1.0864525,1.0864524841308594
919,0,0.019280000000000002,0.019280000000000002,1,1,1,0,0.28474462,0.28474462032318115,0,0.50162965,0.501629650592804
920,0,0.01721,0.01721,0,0,0,0,0.08934075,0.08934074640274048,0,0.21297036,0.21297036111354828
921,10,17.3126,7.3126,26,11,7,4,7.805136,3.805136203765869,19,15.093784,3.9062156677246094
922,32,42.35535,10.35535,68,40,9,19,19.39379,0.39378929138183594,38,41.12447,3.124469757080078
923,12,15.88974,3.88974,19,12,2,7,6.7542677,0.24573230743408203,16,16.809494,0.8094940185546875
924,6,8.96498,2.9649799999999997,15,5,6,6,4.6372066,1.3627934455871582,7,7.299618,0.2996177673339844
925,21,32.06943,11.06943,43,23,7,11,14.548949,3.5489492416381836,34,30.851004,3.148996353149414
926,2,0.8477100000000001,1.15229,1,1,1,2,0.7081747,1.291825294494629,2,1.2052866,0.7947133779525757
927,37,47.74008,10.74008,77,44,12,20,21.672876,1.6728763580322266,39,43.968987,4.968986511230469
928,0,0.33134,0.33134,2,0,0,0,0.26677766,0.2667776644229889,0,0.54707575,0.5470757484436035
929,1,0.0035600000000000002,1.00356,0,0,0,0,0.101985276,0.10198527574539185,0,0.21971174,0.21971173584461212
930,0,0.00028,0.00028,0,0,0,0,0.0,0.0,0,0.0,0.0
931,0,0.34433,0.34433,0,0,0,0,0.23720367,0.2372036725282669,1,0.6085411,0.3914589285850525
932,0,0.9146700000000001,0.9146700000000001,4,4,0,0,0.87252176,0.8725217580795288,0,1.6473545,1.6473544836044312
933,10,4.57036,5.42964,16,5,2,1,1.9953645,0.9953645467758179,7,4.3919964,2.608003616333008
934,3,1.61973,1.38027,3,0,0,2,1.161125,0.8388750553131104,1,1.7144601,0.7144601345062256
935,1,0.00072,1.00072,0,0,0,0,0.071208805,0.07120880484580994,0,0.14846857,0.14846856892108917
936,3,2.24309,0.7569100000000001,5,5,2,2,1.3031666,0.6968333721160889,1,2.3625565,1.3625564575195312
937,2,1.07499,0.92501,3,1,1,3,0.49967808,2.500321924686432,0,1.0418161,1.0418161153793335
938,20,26.35882,6.35882,48,28,8,8,12.431959,4.43195915222168,16,23.157722,7.157722473144531
939,3,0.01238,3.01238,0,0,0,0,0.65276605,0.6527660489082336,1,1.35588,0.3558800220489502
940,10,17.35492,7.35492,25,14,3,3,7.5814266,4.581426620483398,16,14.515478,1.4845218658447266
941,11,4.87327,6.12673,16,5,1,0,2.673291,2.673290967941284,8,4.846503,3.1534972190856934
942,24,28.047909999999998,4.04791,47,29,9,9,12.604363,3.604363441467285,16,24.132446,8.1324462890625
943,6,4.4778199999999995,1.5221799999999999,9,4,3,2,2.4722588,0.4722588062286377,1,4.8307614,3.830761432647705
944,8,16.84499,8.84499,24,15,2,3,7.2130623,4.213062286376953,15,13.569376,1.430624008178711
945,0,0.67165,0.67165,0,0,0,0,0.285909,0.2859089970588684,1,0.55538404,0.4446159601211548
946,9,15.41815,6.41815,23,10,3,3,7.082466,4.082466125488281,15,13.192915,1.8070850372314453
947,18,25.17304,7.173039999999999,44,26,7,7,11.597256,4.597255706787109,18,22.427088,4.427087783813477
948,5,3.8235,1.1765,7,2,5,1,2.194178,1.1941781044006348,6,3.8556087,2.1443912982940674
949,3,0.042319999999999997,3.04232,4,5,1,1,1.204697,0.20469701290130615,0,2.4431503,2.443150281906128
950,1,2.20827,1.2082700000000002,11,4,1,4,1.2671059,2.7328940629959106,2,3.1676502,1.1676502227783203
951,15,18.55551,3.55551,26,15,3,11,7.887093,3.1129069328308105,20,19.628782,0.3712177276611328
952,0,0.10525999999999999,0.10525999999999999,0,0,0,0,0.0,0.0,0,0.0,0.0
953,0,0.05005,0.05005,0,1,0,0,0.20102942,0.20102941989898682,1,0.48224792,0.517752081155777
954,25,24.77976,0.22024000000000002,46,24,5,16,11.438007,4.561992645263672,22,28.039116,6.039115905761719
955,2,2.00442,0.00442,5,4,0,2,1.1114426,0.8885574340820312,2,2.308611,0.3086109161376953
956,1,1.8307,0.8307,0,3,0,0,0.9820219,0.9820219278335571,3,1.7256083,1.2743916511535645
957,0,0.01201,0.01201,0,0,0,0,0.0,0.0,0,0.0,0.0
958,8,4.18276,3.81724,7,2,5,1,2.3845572,1.3845572471618652,7,5.067889,1.9321107864379883
959,1,1.17012,0.17012,4,3,0,1,0.76650673,0.23349326848983765,0,1.5932189,1.5932189226150513
960,0,0.00534,0.00534,0,3,0,2,0.31904173,1.6809582710266113,0,0.76534677,0.7653467655181885
961,5,6.53274,1.53274,19,11,0,2,4.057772,2.057772159576416,7,9.148249,2.1482486724853516
962,1,2.4213299999999998,1.42133,6,3,0,1,1.3296806,0.32968056201934814,2,2.995994,0.9959940910339355
963,2,2.13803,0.13802999999999999,1,4,0,1,1.1472869,0.14728689193725586,5,2.4383237,2.561676263809204
964,1,2.15766,1.1576600000000001,6,3,0,1,1.1751148,0.17511475086212158,2,2.6492965,0.6492965221405029
965,8,6.39476,1.60524,11,10,6,2,3.2952256,1.2952256202697754,9,8.023602,0.9763984680175781
966,12,6.16277,5.83723,14,8,1,3,3.682053,0.6820530891418457,6,7.52951,1.5295100212097168
967,0,0.40979,0.40979,0,0,1,0,0.37783518,0.3778351843357086,2,0.6430613,1.3569387197494507
968,2,0.91002,1.08998,1,2,0,1,0.7177454,0.28225457668304443,2,1.3079664,0.6920336484909058
969,27,40.81562,13.815620000000001,58,28,12,17,18.597769,1.597768783569336,39,37.730343,1.2696571350097656
970,0,0.49553,0.49553,0,1,0,0,0.3572666,0.3572666049003601,2,0.65105635,1.3489436507225037
971,36,45.1137,9.1137,73,43,12,17,20.669434,3.66943359375,41,41.920784,0.9207839965820312
972,4,5.10407,1.10407,5,4,0,4,2.1815994,1.8184006214141846,1,4.507516,3.5075159072875977
973,6,8.8726,2.8726,23,18,1,5,5.1874833,0.1874833106994629,7,11.688272,4.688272476196289
974,16,20.4743,4.4743,37,17,4,13,9.49335,3.506649971008301,22,23.271986,1.2719860076904297
975,26,25.27305,0.72695,51,27,5,18,11.71858,6.28141975402832,24,28.50272,4.502719879150391
976,2,2.2532799999999997,0.25328,2,3,0,0,1.0929124,1.0929124355316162,1,2.4614775,1.461477518081665
977,0,0.08707999999999999,0.08707999999999999,0,0,0,0,0.04677801,0.046778008341789246,0,0.13626738,0.13626737892627716
978,1,1.2938100000000001,0.29381,1,0,1,0,0.80499357,0.8049935698509216,0,1.3768042,1.376804232597351
979,3,1.08732,1.91268,0,6,1,0,0.52216864,0.5221686363220215,3,1.0503408,1.9496592283248901
980,4,0.9554,3.0446,1,2,0,0,0.43449867,0.43449866771698,2,0.8950049,1.10499507188797
981,0,1.30549,1.30549,1,0,0,0,0.4235107,0.42351070046424866,1,1.0394965,0.039496541023254395
982,1,0.0042899999999999995,1.00429,1,0,1,0,0.5994671,0.5994670987129211,0,1.2058265,1.2058265209197998
983,0,0.9494299999999999,0.9494299999999999,2,0,0,0,0.30125165,0.3012516498565674,0,0.5228473,0.5228472948074341
984,4,2.65348,1.3465200000000002,2,7,1,0,0.8894371,0.8894370794296265,4,1.6825686,2.3174314498901367
985,0,0.00266,0.00266,0,0,0,0,0.0,0.0,0,0.0,0.0
986,3,2.19429,0.80571,1,3,0,0,0.9127647,0.9127647280693054,1,1.3469906,0.34699058532714844
987,0,0.013640000000000001,0.013640000000000001,0,0,0,0,0.0,0.0,0,0.0,0.0
988,5,0.01618,5.01618,4,4,0,0,1.3106899,1.310689926147461,5,2.5390716,2.460928440093994
989,1,0.2954,0.7046,2,0,0,0,0.30951965,0.3095196485519409,0,0.5843849,0.5843849182128906
990,0,0.07017999999999999,0.07017999999999999,0,1,0,1,0.07292679,0.927073210477829,0,0.23527458,0.23527458310127258
991,0,1.17784,1.17784,0,1,1,1,0.7839116,0.2160884141921997,3,1.5384958,1.4615042209625244
992,0,0.0101,0.0101,0,0,0,0,0.0,0.0,0,0.0,0.0
993,0,0.00392,0.00392,0,0,0,0,0.0,0.0,0,0.0,0.0
994,0,1.0393700000000001,1.0393700000000001,4,5,0,0,0.7295139,0.7295138835906982,0,1.4991659,1.4991658926010132
995,0,0.0035600000000000002,0.0035600000000000002,0,1,0,1,0.115336284,0.8846637159585953,0,0.20985377,0.20985376834869385
996,0,0.62638,0.62638,1,0,1,1,0.34914646,0.6508535444736481,1,0.7392008,0.26079922914505005
997,0,0.00461,0.00461,0,0,0,1,0.24985689,0.7501431107521057,0,0.5716913,0.5716912746429443
998,0,0.16713,0.16713,0,0,0,0,0.03644096,0.03644096106290817,1,0.09433769,0.9056623131036758
999,1,2.1017,1.1017,5,1,2,1,1.267895,0.267894983291626,2,2.6141145,0.61411452293396
1000,1,0.0024,1.0024,0,0,0,1,0.08668102,0.9133189767599106,0,0.17813127,0.17813126742839813
1001,0,0.00433,0.00433,0,0,0,0,0.0,0.0,0,0.0,0.0
1002,0,0.32259,0.32259,0,0,0,0,0.12140349,0.12140349298715591,1,0.31428713,0.6857128739356995
1003,0,0.022430000000000002,0.022430000000000002,0,0,0,0,0.0,0.0,0,0.0,0.0
1004,0,0.9246,0.9246,4,6,0,0,0.5487764,0.548776388168335,0,1.4959619,1.4959619045257568
1005,2,2.72708,0.7270800000000001,4,2,2,0,1.8795514,1.8795514106750488,4,3.8684382,0.1315617561340332
1006,0,0.74853,0.74853,1,1,1,2,0.41698742,1.583012580871582,2,0.85973424,1.1402657628059387
1007,5,5.34021,0.34021,4,16,3,3,2.3911405,0.6088595390319824,4,7.3690157,3.369015693664551
1008,0,2.50357,2.50357,7,2,0,1,1.607557,0.6075570583343506,4,3.4193797,0.580620288848877
1009,5,3.07322,1.92678,3,2,2,1,2.0748608,1.0748608112335205,2,3.999871,1.999871015548706
1010,13,7.73009,5.269909999999999,18,7,4,4,4.2190776,0.21907758712768555,7,8.244023,1.244023323059082
1011,3,4.19885,1.19885,7,8,4,3,2.010539,0.9894609451293945,3,4.43928,1.4392800331115723
1012,11,5.22016,5.77984,7,7,3,5,3.4637637,1.53623628616333,8,6.8432045,1.1567955017089844
1013,1,0.0025399999999999997,1.00254,0,0,0,0,0.0,0.0,0,0.0,0.0
1014,2,0.30023,1.69977,0,0,0,0,0.11996505,0.11996504664421082,0,0.41968888,0.419688880443573
1015,2,5.03543,3.03543,10,16,2,1,2.152301,1.1523010730743408,3,7.764723,4.76472282409668
1016,0,0.78751,0.78751,0,0,1,0,0.54078585,0.5407858490943909,0,0.99563324,0.9956332445144653
1017,0,0.0008699999999999999,0.0008699999999999999,0,0,0,0,0.052201435,0.05220143496990204,0,0.13610792,0.1361079216003418
1018,1,3.2185099999999998,2.2185099999999998,4,0,1,0,1.120862,1.1208620071411133,1,2.1203604,1.1203603744506836
1019,3,1.91475,1.08525,1,4,0,0,0.5902107,0.5902106761932373,1,1.1433575,0.143357515335083
1020,1,0.00665,1.00665,1,2,2,0,0.48507118,0.48507118225097656,1,0.816029,0.18397098779678345
1021,6,4.61992,1.38008,4,10,1,0,1.6839935,1.6839934587478638,7,3.4158812,3.5841188430786133
1022,3,4.0759099999999995,1.0759100000000001,4,14,3,1,1.7777855,0.7777855396270752,3,6.413606,3.4136061668395996
1023,1,5.0541,4.0541,9,15,2,1,2.2718315,1.2718315124511719,3,7.0013294,4.00132942199707
1024,4,4.47955,0.47955,6,8,1,3,1.964243,1.0357569456100464,2,5.1333714,3.133371353149414
1025,0,0.81521,0.81521,1,2,0,0,0.35951915,0.3595191538333893,0,1.2707347,1.2707346677780151
1026,2,0.0027600000000000003,1.9972400000000001,0,0,0,1,0.24743512,0.7525648772716522,0,0.91578954,0.9157895445823669
1027,1,0.00611,1.00611,0,0,0,0,0.20162192,0.2016219198703766,1,0.6458723,0.3541277050971985
1028,0,0.01489,0.01489,0,0,0,0,0.0,0.0,0,0.0,0.0
1029,5,4.34526,0.65474,4,8,2,3,2.4656231,0.534376859664917,1,4.9980807,3.9980807304382324
1030,0,1.0593,1.0593,0,1,0,0,0.50127685,0.5012768507003784,1,1.3100417,0.3100416660308838
1031,0,0.6843199999999999,0.6843199999999999,1,0,0,1,0.829284,0.17071598768234253,1,1.5663499,0.5663498640060425
1032,0,0.00116,0.00116,0,0,0,1,0.6661308,0.33386921882629395,0,0.9121739,0.9121739268302917
1033,0,0.00265,0.00265,0,0,0,0,0.0,0.0,0,0.0,0.0
1034,0,0.0966,0.0966,0,0,0,0,0.061251078,0.06125107780098915,0,0.22669819,0.22669818997383118
1035,2,0.86255,1.13745,0,2,0,1,1.0109724,0.010972380638122559,2,1.9095227,0.0904773473739624
1036,0,0.00473,0.00473,0,0,0,0,0.0,0.0,0,0.0,0.0
1037,2,1.07443,0.9255700000000001,1,0,0,2,0.70320773,1.2967922687530518,1,2.0348232,1.0348231792449951
1038,1,1.9145900000000002,0.91459,2,0,1,0,1.268321,1.2683210372924805,2,2.6978023,0.6978023052215576
1039,0,0.8889600000000001,0.8889600000000001,1,0,1,0,0.2934053,0.29340529441833496,0,1.0370526,1.0370526313781738
1040,0,0.02162,0.02162,0,0,0,0,0.09738873,0.09738872945308685,0,0.2540139,0.25401389598846436
1041,0,4.76361,4.76361,13,6,1,1,1.9164592,0.9164592027664185,5,5.975393,0.9753928184509277
1042,3,3.13705,0.13705,3,6,0,2,1.6705724,0.3294275999069214,3,3.6936076,0.6936075687408447
1043,0,0.2672,0.2672,0,0,0,0,0.12515873,0.12515872716903687,0,0.3602904,0.36029040813446045
1044,5,3.14843,1.8515700000000002,2,3,2,5,2.0985718,2.90142822265625,4,4.0455804,0.045580387115478516
1045,6,2.8792400000000002,3.1207599999999998,2,1,1,1,1.9256967,0.9256967306137085,1,3.4948616,2.494861602783203
1046,4,2.92976,1.0702399999999999,5,6,0,2,1.0236742,0.9763257503509521,1,3.2792208,2.2792208194732666
1047,0,2.07059,2.07059,5,2,1,0,1.0565093,1.056509256362915,1,2.3359241,1.3359241485595703
1048,0,0.64909,0.64909,0,0,0,0,0.28586638,0.285866379737854,0,0.581477,0.5814769864082336
1049,0,0.41352,0.41352,0,0,0,0,0.13739288,0.13739287853240967,0,0.44939318,0.4493931829929352
1050,8,4.277819999999999,3.7221800000000003,3,9,1,1,2.1604972,1.1604971885681152,6,5.260632,0.7393679618835449
1051,7,6.693389999999999,0.30661,27,8,5,2,3.710092,1.7100920677185059,9,8.013742,0.9862575531005859
1052,7,5.48044,1.51956,14,8,5,2,3.112545,1.1125450134277344,5,7.493668,2.4936680793762207
1053,2,0.01948,2.0194799999999997,3,2,0,2,0.79154456,1.2084554433822632,3,1.6186466,1.3813533782958984
1054,4,4.341130000000001,0.34113000000000004,11,7,3,2,2.3642478,0.36424779891967773,4,5.106739,1.1067390441894531
1055,10,9.62871,0.37129,26,17,2,2,5.3817015,3.3817014694213867,9,12.346407,3.346406936645508
1056,6,4.34929,1.65071,16,7,6,3,2.77447,0.22552990913391113,5,5.356049,0.3560490608215332
1057,6,4.30359,1.6964099999999998,8,5,4,4,2.6578794,1.34212064743042,11,5.571306,5.428693771362305
1058,0,0.33127,0.33127,0,1,0,0,0.07282956,0.07282955944538116,1,0.21810517,0.7818948328495026
1059,4,0.00928,4.00928,2,3,0,0,1.4924629,1.4924628734588623,4,3.8486369,0.15136313438415527
1060,3,1.0976,1.9024,2,1,0,0,0.75149983,0.7514998316764832,0,1.1727496,1.172749638557434
1061,0,0.90335,0.90335,1,0,0,0,0.37098438,0.37098437547683716,2,0.7543343,1.245665729045868
1062,2,1.63011,0.36989,2,3,2,0,1.5442326,1.5442326068878174,2,1.9771847,0.022815346717834473
1063,0,0.48549,0.48549,1,0,0,1,0.24574716,0.7542528361082077,0,0.4495309,0.4495308995246887
1064,1,0.90948,0.09052,3,1,0,0,0.6085778,0.6085777878761292,0,0.94971335,0.9497133493423462
1065,0,0.20681999999999998,0.20681999999999998,0,0,1,0,0.15318511,0.15318511426448822,0,0.24128631,0.24128630757331848
1066,1,0.63473,0.36527,1,1,0,0,0.42886302,0.4288630187511444,0,0.79457605,0.7945760488510132
1067,0,0.50693,0.50693,0,0,0,0,0.47210133,0.4721013307571411,2,0.5811717,1.418828308582306
1068,1,0.49048,0.50952,1,0,0,0,0.4152844,0.4152843952178955,1,0.4784357,0.5215643048286438
1069,2,0.0013800000000000002,2.0013799999999997,0,0,0,0,1.1481849,1.148184895515442,0,1.87832,1.8783199787139893
1070,6,0.01844,6.01844,11,9,4,2,3.3584392,1.3584392070770264,8,6.6351194,1.3648805618286133
1071,8,5.54988,2.45012,16,7,3,2,3.1311376,1.1311376094818115,7,7.538431,0.5384311676025391
1072,0,0.28596,0.28596,1,0,0,0,0.0,0.0,2,0.0,2.0
1073,1,0.01068,1.01068,4,5,0,1,0.7024267,0.2975733280181885,0,1.7149177,1.7149176597595215
1074,0,0.75055,0.75055,3,1,3,0,0.48043352,0.48043352365493774,2,0.98813576,1.0118642449378967
1075,12,5.95455,6.04545,17,11,6,4,3.7412975,0.25870251655578613,7,8.850311,1.850311279296875
1076,15,24.70234,9.70234,46,26,5,15,11.513303,3.486697196960449,27,28.00343,1.0034294128417969
1077,5,2.56172,2.43828,6,5,1,1,1.0115621,0.011562108993530273,3,2.4066758,0.5933241844177246
1078,30,28.199279999999998,1.80072,54,32,7,23,13.614663,9.385336875915527,36,33.005688,2.994312286376953
1079,9,6.074730000000001,2.9252700000000003,17,14,0,3,2.817725,0.18227505683898926,5,6.3461323,1.3461322784423828
1080,4,4.83079,0.8307899999999999,7,6,2,5,2.2498202,2.7501797676086426,12,5.3526993,6.647300720214844
1081,0,0.0038799999999999998,0.0038799999999999998,0,0,0,0,0.0,0.0,1,0.0,1.0
1082,5,3.32901,1.6709900000000002,4,5,1,1,1.5586525,0.5586525201797485,3,3.7803428,0.7803428173065186
1083,1,1.24168,0.24168,0,3,1,0,0.51694244,0.5169424414634705,1,0.86964566,0.13035434484481812
1084,1,0.0017800000000000001,1.00178,0,0,1,1,0.6350201,0.36497992277145386,1,0.8890254,0.11097460985183716
1085,1,0.00176,1.00176,2,0,1,1,0.6681716,0.33182841539382935,1,1.0453916,0.04539155960083008
1086,0,1.099,1.099,0,2,0,0,0.5757742,0.5757741928100586,1,0.930524,0.06947600841522217
1087,6,2.98847,3.01153,3,2,1,0,1.1034275,1.103427529335022,3,2.2382374,0.7617626190185547
1088,1,0.8552,0.1448,0,0,1,1,0.42290223,0.5770977735519409,0,0.6834635,0.6834635138511658
1089,1,1.00462,0.00462,0,2,0,0,0.37513158,0.3751315772533417,3,0.8637919,2.1362081170082092
1090,4,2.37134,1.62866,1,8,0,0,1.0108501,1.0108500719070435,5,2.222637,2.7773630619049072
1091,1,1.6552799999999999,0.65528,2,2,1,0,0.7515213,0.7515212893486023,0,1.1405467,1.1405466794967651
1092,6,11.54951,5.54951,5,19,8,5,5.679681,0.6796808242797852,9,6.249403,2.7505970001220703
1093,4,4.04935,0.04935,5,3,0,0,2.223974,2.2239739894866943,3,2.5850074,0.4149925708770752
1094,2,0.0010199999999999999,2.00102,0,0,0,0,0.8175899,0.8175898790359497,0,0.5493318,0.549331784248352
1095,4,1.31301,2.68699,0,0,2,1,1.6051917,0.605191707611084,3,0.8876952,2.1123048067092896
1096,0,0.00157,0.00157,1,0,0,1,0.8748716,0.1251283884048462,0,0.47971132,0.4797113239765167
1097,3,2.14688,0.8531200000000001,2,3,1,1,2.9152408,1.91524076461792,0,1.7845622,1.7845622301101685
1098,1,2.63708,1.6370799999999999,1,12,1,0,1.4192135,1.4192135334014893,1,1.7080308,0.7080308198928833
1099,2,0.34606,1.6539400000000002,0,0,0,0,0.3665046,0.36650460958480835,0,0.20096253,0.20096252858638763
1100,1,0.0015300000000000001,1.00153,0,0,0,0,0.19834727,0.198347270488739,0,0.1964771,0.19647710025310516
1101,0,0.00216,0.00216,0,0,0,0,0.0,0.0,0,0.0,0.0
1102,1,2.17271,1.1727100000000001,3,6,3,1,1.408571,0.4085710048675537,2,1.53523,0.46476995944976807
1103,2,0.88135,1.11865,0,0,2,0,1.1581923,1.1581922769546509,1,0.70898646,0.29101353883743286
1104,3,1.88002,1.11998,2,3,0,0,1.6379726,1.6379725933074951,0,1.4097655,1.4097654819488525
1105,3,2.29355,0.70645,1,2,3,0,1.7153965,1.715396523475647,3,2.8032966,0.19670343399047852
1106,0,0.00173,0.00173,1,3,0,1,0.6649837,0.33501631021499634,2,1.040404,0.9595960378646851
1107,2,2.81635,0.81635,4,1,0,2,1.4617828,0.5382171869277954,2,3.6485672,1.6485671997070312
1108,0,0.00703,0.00703,0,0,1,0,0.22067109,0.22067108750343323,0,0.3533501,0.35335010290145874
1109,0,0.9595899999999999,0.9595899999999999,1,2,0,0,0.65459794,0.6545979380607605,0,1.1545634,1.1545634269714355
1110,1,0.50629,0.49371000000000004,1,1,0,0,0.42472675,0.4247267544269562,1,1.0971407,0.09714066982269287
1111,0,0.0034,0.0034,0,0,0,0,0.18022579,0.18022578954696655,1,0.41303423,0.5869657695293427
1112,0,0.00461,0.00461,0,0,0,0,0.029404486,0.02940448559820652,0,0.12145151,0.12145151197910309
1113,0,0.00351,0.00351,0,0,0,0,0.0320266,0.03202660009264946,0,0.15406962,0.15406961739063263
1114,0,0.33111,0.33111,1,3,0,0,0.18664914,0.1866491436958313,0,0.96551615,0.9655161499977112
1115,7,3.6446400000000003,3.3553599999999997,4,3,1,3,2.5351102,0.4648897647857666,7,4.696811,2.3031888008117676
1116,1,0.00195,1.00195,0,0,0,0,0.13961975,0.13961975276470184,0,0.31997496,0.31997495889663696
1117,6,3.27405,2.72595,6,2,1,4,2.0310185,1.9689815044403076,1,3.6860054,2.6860053539276123
1118,3,2.71602,0.28398,2,0,2,2,1.8909347,0.10906529426574707,3,3.4835863,0.48358631134033203
1119,0,0.4414,0.4414,2,0,0,0,0.24136777,0.24136777222156525,0,0.71502656,0.7150265574455261
1120,27,41.03822,14.03822,58,30,11,17,18.8863,1.8862991333007812,39,38.304317,0.6956825256347656
1121,5,3.6569300000000005,1.34307,7,3,2,1,1.8304105,0.8304104804992676,4,3.5310633,0.4689366817474365
1122,35,44.73618,9.736180000000001,75,43,12,18,20.649622,2.6496219635009766,42,42.32909,0.3290901184082031
1123,1,1.65084,0.65084,0,1,1,0,0.75205946,0.7520594596862793,2,1.5538691,0.4461308717727661
1124,0,1.0023,1.0023,2,2,0,1,0.42608342,0.5739165842533112,1,0.82196176,0.17803823947906494
1125,4,4.6084,0.6084,9,4,2,4,2.0587218,1.9412782192230225,3,4.1994014,1.1994013786315918
1126,5,2.79252,2.20748,2,3,0,0,1.3425997,1.3425997495651245,2,3.1303906,1.1303906440734863
1127,2,2.79589,0.79589,4,2,3,1,2.546561,1.5465610027313232,1,1.6393309,0.6393308639526367
1128,1,2.31113,1.31113,1,12,1,0,1.4622688,1.4622688293457031,1,1.5937564,0.5937564373016357
1129,1,0.00162,1.0016200000000002,0,2,0,0,0.32705662,0.3270566165447235,0,0.2798027,0.27980270981788635
1130,0,0.36173,0.36173,0,0,0,0,0.22722368,0.22722367942333221,0,0.21485667,0.21485666930675507
1131,20,25.26057,5.2605699999999995,48,30,6,16,12.229839,3.770160675048828,30,29.648495,0.3515052795410156
1132,27,25.97961,1.02039,48,26,6,19,12.268764,6.731236457824707,28,28.76102,0.7610206604003906
1133,4,2.22632,1.77368,6,6,0,3,0.99944633,2.0005536675453186,7,3.0571227,3.9428772926330566
1134,5,2.69428,2.30572,8,3,1,2,1.3003616,0.6996383666992188,6,3.143379,2.856621026992798
