,TRUE,Pre,Error,True070414,True070409,True07040430,true3625,pred3625,error3625,true3859,pred3859,error3859
0,1,0.81417,0.18583,0,2,0,2,0.5521923,1.4478077292442322,0,1.1912763,1.1912763118743896
1,3,2.5620700000000003,0.43793000000000004,7,9,1,0,1.7438554,1.743855357170105,2,4.3552938,2.3552937507629395
2,1,0.0079,1.0079,8,5,0,4,2.2202213,1.7797787189483643,4,5.282143,1.2821431159973145
3,1,0.0033,1.0033,1,2,1,0,0.44026563,0.44026562571525574,1,0.9498105,0.05018949508666992
4,7,10.153039999999999,3.1530400000000003,14,17,4,6,8.872019,2.872018814086914,11,15.093398,4.093398094177246
5,0,0.66997,0.66997,1,0,0,0,0.7945769,0.79457688331604,2,1.3047307,0.6952693462371826
6,4,2.74513,1.2548700000000002,4,1,1,2,2.5849538,0.584953784942627,6,4.831131,1.1688690185546875
7,2,9.382489999999999,7.38249,16,12,3,4,7.2449703,3.2449703216552734,14,12.898512,1.1014881134033203
8,2,2.25992,0.25992,7,4,0,0,1.5594368,1.5594367980957031,6,3.8947067,2.1052932739257812
9,0,0.028110000000000003,0.028110000000000003,0,0,0,0,0.17315364,0.17315363883972168,1,0.3236143,0.6763857007026672
10,0,0.01168,0.01168,0,0,0,1,0.24245204,0.7575479596853256,0,0.49637496,0.4963749647140503
11,0,0.67498,0.67498,1,0,0,0,0.4602964,0.4602963924407959,2,0.94869226,1.051307737827301
12,7,6.36289,0.6371100000000001,12,10,2,2,4.673206,2.673205852508545,9,9.316603,0.3166027069091797
13,2,4.33381,2.3338099999999997,4,8,1,3,2.5023181,0.4976818561553955,4,5.953282,1.9532818794250488
14,7,12.52956,5.52956,18,20,5,4,9.621055,5.621054649353027,13,17.12875,4.128749847412109
15,0,0.64773,0.64773,1,0,0,1,0.52890337,0.47109663486480713,1,1.0900944,0.09009444713592529
16,1,0.44676000000000005,0.55324,1,0,0,1,0.517,0.4829999804496765,1,0.73654205,0.2634579539299011
17,0,1.38825,1.38825,3,3,0,0,0.9815805,0.9815804958343506,1,1.8081,0.8080999851226807
18,7,22.853070000000002,15.85307,35,35,6,13,14.7554035,1.7554035186767578,29,29.547443,0.5474433898925781
19,8,7.0209600000000005,0.9790399999999999,10,11,0,2,3.219882,1.2198820114135742,6,5.8445134,0.1554865837097168
20,0,0.00685,0.00685,0,0,0,0,0.29980636,0.2998063564300537,1,0.47515446,0.524845540523529
21,4,7.03908,3.03908,10,9,1,2,3.2675788,1.2675788402557373,7,5.93109,1.0689101219177246
22,0,0.0072,0.0072,0,1,0,0,0.068875544,0.06887554377317429,0,0.13820277,0.13820277154445648
23,0,0.919,0.919,2,0,0,0,0.779396,0.7793959975242615,0,1.2037162,1.2037161588668823
24,0,0.00014,0.00014,0,0,0,0,0.10235776,0.10235776007175446,0,0.15850422,0.15850421786308289
25,1,2.70325,1.70325,3,5,1,1,1.5938293,0.5938292741775513,3,2.6044853,0.39551472663879395
26,0,0.30163,0.30163,1,0,0,0,0.15248948,0.15248948335647583,0,0.22566669,0.22566668689250946
27,2,4.15499,2.15499,10,7,0,2,1.6838462,0.31615376472473145,2,3.3141086,1.3141086101531982
28,5,1.3598700000000001,3.64013,1,0,0,0,0.6621561,0.6621561050415039,2,1.1125741,0.8874258995056152
29,0,0.0008,0.0008,0,0,0,0,0.0,0.0,0,0.0,0.0
30,0,0.00405,0.00405,0,0,0,0,0.0,0.0,0,0.0,0.0
31,0,1.00965,1.00965,2,1,0,0,0.8525611,0.8525611162185669,1,1.3167139,0.31671392917633057
32,0,0.0006,0.0006,0,0,0,0,0.0,0.0,0,0.0,0.0
33,0,0.69477,0.69477,0,1,1,1,0.75846905,0.24153095483779907,1,1.4378496,0.43784964084625244
34,0,0.0072299999999999994,0.0072299999999999994,0,0,0,0,0.0,0.0,0,0.0,0.0
35,0,1.0453,1.0453,0,2,0,1,1.2097324,0.20973241329193115,2,2.0352247,0.03522467613220215
36,0,0.67225,0.67225,0,2,0,1,0.69708604,0.30291396379470825,0,1.3214843,1.3214843273162842
37,0,0.25789,0.25789,0,0,1,0,0.09443168,0.09443168342113495,0,0.18948264,0.189482644200325
38,0,0.03684,0.03684,0,0,0,0,0.0,0.0,0,0.0,0.0
39,0,0.0027199999999999998,0.0027199999999999998,0,0,0,0,0.0,0.0,0,0.0,0.0
40,0,0.1094,0.1094,0,0,0,0,0.0,0.0,0,0.0,0.0
41,0,0.8768799999999999,0.8768799999999999,1,2,0,1,0.4855136,0.5144864022731781,2,1.0840194,0.9159805774688721
42,0,0.20848000000000003,0.20848000000000003,0,0,0,0,0.2687811,0.2687810957431793,0,0.5123169,0.512316882610321
43,0,7e-05,7e-05,0,0,0,0,0.0,0.0,0,0.0,0.0
44,0,0.008320000000000001,0.008320000000000001,0,0,0,0,0.0,0.0,0,0.0,0.0
45,0,0.0009400000000000001,0.0009400000000000001,0,0,0,0,0.0,0.0,0,0.0,0.0
46,0,1.7409700000000001,1.7409700000000001,1,3,0,2,1.0916876,0.9083124399185181,2,1.7839327,0.21606731414794922
47,0,0.00045999999999999996,0.00045999999999999996,0,1,0,0,0.5018577,0.5018576979637146,0,0.7179603,0.7179602980613708
48,0,0.31866,0.31866,0,0,0,0,0.20163503,0.20163503289222717,0,0.27567247,0.27567246556282043
49,0,0.56581,0.56581,0,0,0,1,0.36410332,0.6358966827392578,1,0.66204685,0.3379531502723694
50,3,2.60029,0.39971,6,6,3,0,1.8398781,1.8398780822753906,2,2.8559947,0.855994701385498
51,0,0.00217,0.00217,0,0,0,0,0.094475634,0.0944756343960762,0,0.14722583,0.14722582697868347
52,1,3.3785300000000005,2.37853,7,6,2,1,2.7715435,1.7715435028076172,5,4.559536,0.4404640197753906
53,0,1.09875,1.09875,0,1,0,2,1.2462847,0.7537152767181396,2,2.0967195,0.09671950340270996
54,3,4.47588,1.4758799999999999,7,10,3,3,3.7791507,0.7791507244110107,5,6.217176,1.2171759605407715
55,4,9.82638,5.82638,17,12,4,5,8.562523,3.5625228881835938,15,14.566873,0.43312740325927734
56,0,0.1002,0.1002,0,0,0,0,0.36227715,0.36227715015411377,1,0.62687254,0.37312746047973633
57,0,5e-05,5e-05,0,0,0,0,0.0,0.0,0,0.0,0.0
58,0,0.00248,0.00248,0,1,0,0,0.0,0.0,0,0.0,0.0
59,0,0.00066,0.00066,0,0,0,0,0.0,0.0,0,0.0,0.0
60,0,0.0015,0.0015,0,0,0,0,0.49198213,0.4919821321964264,1,0.7038323,0.29616767168045044
61,0,0.04519,0.04519,0,0,0,0,0.0,0.0,0,0.0,0.0
62,0,0.3016,0.3016,0,0,0,0,0.31639498,0.31639498472213745,0,0.5451721,0.5451720952987671
63,0,0.0013800000000000002,0.0013800000000000002,0,0,0,0,0.13959718,0.13959717750549316,0,0.20534539,0.20534539222717285
64,0,0.0003,0.0003,0,0,0,0,0.0,0.0,0,0.0,0.0
65,0,0.0007099999999999999,0.0007099999999999999,0,0,0,0,0.0,0.0,0,0.0,0.0
66,0,0.006409999999999999,0.006409999999999999,0,0,0,0,0.031911504,0.03191150352358818,0,0.04722531,0.047225311398506165
67,0,0.02758,0.02758,0,0,0,0,0.0,0.0,0,0.0,0.0
68,0,0.23734,0.23734,0,0,0,0,0.16087595,0.16087594628334045,1,0.21994722,0.7800527811050415
69,0,0.94431,0.94431,0,0,0,0,0.5459936,0.5459936261177063,0,0.8990816,0.8990815877914429
70,0,0.35871,0.35871,1,0,0,0,0.23104405,0.23104405403137207,0,0.32479596,0.3247959613800049
71,0,0.01329,0.01329,0,0,0,0,0.0,0.0,0,0.0,0.0
72,0,1.0122799999999998,1.0122799999999998,1,1,0,0,0.524194,0.5241940021514893,1,1.1703821,0.17038214206695557
73,4,6.34319,2.3431900000000003,13,7,1,1,2.578675,1.5786750316619873,5,5.0752907,0.07529067993164062
74,0,0.24961999999999998,0.24961999999999998,0,0,0,0,0.35697514,0.35697513818740845,1,0.6150948,0.38490521907806396
75,0,0.01934,0.01934,1,0,0,0,0.3280329,0.328032910823822,0,0.5964603,0.5964602828025818
76,0,0.8549200000000001,0.8549200000000001,0,0,0,0,0.48177975,0.4817797541618347,0,0.79334134,0.793341338634491
77,6,10.278789999999999,4.27879,17,8,3,1,4.865608,3.8656082153320312,10,9.096821,0.9031791687011719
78,0,0.00903,0.00903,0,1,0,1,0.41211727,0.5878827273845673,1,0.77351576,0.2264842391014099
79,0,0.00695,0.00695,0,0,0,0,0.11500418,0.11500418186187744,0,0.22344495,0.22344495356082916
80,18,21.892039999999998,3.89204,33,22,5,6,10.447697,4.447696685791016,19,20.314365,1.3143653869628906
81,0,0.00379,0.00379,0,0,0,0,0.0,0.0,0,0.0,0.0
82,0,0.03209,0.03209,0,0,0,0,0.0,0.0,0,0.0,0.0
83,0,0.00268,0.00268,0,0,0,0,0.0,0.0,0,0.0,0.0
84,0,0.00463,0.00463,1,0,1,0,0.0,0.0,0,0.0,0.0
85,0,0.00981,0.00981,0,0,0,0,0.13404873,0.134048730134964,0,0.18844235,0.18844234943389893
86,16,15.41676,0.58324,22,12,5,2,7.3535023,5.35350227355957,13,13.748229,0.7482290267944336
87,0,0.006490000000000001,0.006490000000000001,0,0,0,0,0.29991493,0.2999149262905121,1,0.4805634,0.5194365978240967
88,13,15.15385,2.15385,25,14,4,1,7.145333,6.1453328132629395,14,13.281757,0.7182426452636719
89,0,0.20042000000000001,0.20042000000000001,0,0,0,1,0.22051217,0.7794878333806992,1,0.4219571,0.5780428946018219
90,0,0.32121,0.32121,1,0,0,0,0.25523,0.25523000955581665,0,0.43052277,0.43052276968955994
91,0,9e-05,9e-05,0,0,0,0,0.0,0.0,0,0.0,0.0
92,0,0.0002,0.0002,3,0,0,0,0.53762937,0.5376293659210205,0,0.8378131,0.8378130793571472
93,0,0.033569999999999996,0.033569999999999996,0,0,0,0,0.05602547,0.05602547153830528,0,0.079067335,0.07906733453273773
94,0,0.00128,0.00128,1,1,0,0,0.41156042,0.41156041622161865,2,0.7724706,1.2275294065475464
95,0,0.53369,0.53369,0,0,0,0,0.40906793,0.40906792879104614,0,0.6554628,0.6554628014564514
96,0,0.00158,0.00158,0,0,0,0,0.0,0.0,0,0.0,0.0
97,0,0.16518,0.16518,0,0,0,0,0.46364817,0.4636481702327728,1,0.73364466,0.26635533571243286
98,0,0.015009999999999999,0.015009999999999999,0,0,0,0,0.09065368,0.0906536802649498,0,0.17613368,0.1761336773633957
99,0,0.00161,0.00161,0,0,0,0,0.0,0.0,0,0.0,0.0
100,3,4.58864,1.58864,10,5,1,4,3.413953,0.5860469341278076,4,5.889099,1.88909912109375
101,1,0.00663,1.00663,1,1,0,1,1.2265315,0.2265315055847168,1,2.009021,1.0090210437774658
102,10,18.61073,8.61073,33,17,4,3,8.847027,5.847026824951172,18,17.202044,0.7979564666748047
103,1,1.6793099999999999,0.6793100000000001,1,1,0,1,1.2614836,0.2614835500717163,1,2.1760702,1.176070213317871
104,2,0.48896000000000006,1.51104,1,0,1,1,0.5314479,0.4685521125793457,1,0.9023989,0.09760111570358276
105,21,27.417609999999996,6.41761,44,25,7,12,16.021645,4.021644592285156,26,29.299433,3.2994327545166016
106,1,0.7653399999999999,0.23465999999999998,0,1,0,0,0.34125715,0.34125715494155884,0,0.96471393,0.9647139310836792
107,16,15.3866,0.6134,23,13,4,2,7.2356133,5.2356133460998535,14,13.449571,0.5504293441772461
108,11,11.321589999999999,0.32159,16,10,4,0,5.394024,5.394023895263672,11,9.429297,1.5707025527954102
109,0,1.35264,1.35264,5,0,0,0,1.2213572,1.2213572263717651,2,1.9325908,0.06740915775299072
110,2,0.0125,2.0125,9,5,1,4,3.389529,0.6104710102081299,4,5.5519443,1.5519442558288574
111,0,0.00627,0.00627,0,0,0,1,0.5844987,0.41550129652023315,0,0.97058374,0.9705837368965149
112,0,0.01408,0.01408,0,0,0,0,0.18816839,0.18816839158535004,1,0.35783812,0.6421618759632111
113,0,1.29069,1.29069,0,0,0,1,1.4416194,0.4416193962097168,2,2.494531,0.49453091621398926
114,0,0.6490600000000001,0.6490600000000001,0,0,0,0,0.5902639,0.5902639031410217,0,1.0022686,1.0022685527801514
115,2,0.74082,1.25918,3,0,1,1,0.87370014,0.12629985809326172,4,1.4346546,2.5653454065322876
116,0,0.32288,0.32288,0,0,0,0,0.39166284,0.3916628360748291,2,0.70450693,1.2954930663108826
117,0,0.31475,0.31475,0,0,0,0,0.19875424,0.1987542361021042,0,0.55265486,0.5526548624038696
118,15,21.4047,6.4047,36,18,6,7,12.589123,5.589122772216797,23,23.022242,0.022241592407226562
119,0,1.4739200000000001,1.4739200000000001,0,0,0,1,1.4230314,0.42303144931793213,1,2.5596902,1.559690237045288
120,0,0.66898,0.66898,1,1,0,0,0.58888376,0.5888837575912476,3,1.2056289,1.7943711280822754
121,0,0.5989300000000001,0.5989300000000001,3,2,0,0,0.29937577,0.2993757724761963,0,0.8965377,0.896537721157074
122,22,28.92868,6.92868,47,24,7,13,17.228115,4.228115081787109,30,32.50002,2.500019073486328
123,0,0.0119,0.0119,0,0,0,0,0.03392534,0.033925339579582214,0,0.095904954,0.09590495377779007
124,0,0.00027,0.00027,1,0,0,0,0.2799512,0.27995121479034424,3,0.77843076,2.221569240093231
125,0,1.405,1.405,2,1,0,0,0.68510276,0.6851027607917786,0,2.0516706,2.051670551300049
126,0,0.58821,0.58821,0,1,0,0,0.28969535,0.2896953523159027,0,0.8296144,0.8296144008636475
127,1,0.81366,0.18634,2,2,0,0,0.4031512,0.4031512141227722,0,1.1386654,1.1386654376983643
128,12,11.3674,0.6326,15,7,4,2,5.440112,3.4401121139526367,11,9.509864,1.4901361465454102
129,0,2.7425,2.7425,2,3,0,1,2.0845098,1.0845098495483398,3,5.184723,2.184722900390625
130,0,2.79074,2.79074,6,3,0,2,2.0762873,0.07628726959228516,2,5.164271,3.1642708778381348
131,0,1.9489299999999998,1.9489299999999998,5,1,0,1,1.2226163,0.2226163148880005,4,2.6004136,1.3995864391326904
132,1,8.31429,7.31429,6,11,4,3,5.837692,2.8376917839050293,12,12.222027,0.22202682495117188
133,0,0.009640000000000001,0.009640000000000001,2,1,0,0,1.2005832,1.2005832195281982,1,1.9936169,0.9936169385910034
134,0,0.80175,0.80175,1,0,0,0,0.3739857,0.3739857077598572,1,1.0710007,0.07100069522857666
135,0,0.00646,0.00646,0,0,0,1,0.6426949,0.357305109500885,0,1.1229262,1.1229262351989746
136,0,0.01214,0.01214,0,0,0,0,0.13096812,0.1309681236743927,0,0.2657107,0.265710711479187
137,2,3.36902,1.3690200000000001,9,3,1,4,2.154741,1.8452589511871338,4,4.0976515,0.09765148162841797
138,0,0.38943,0.38943,1,0,0,0,0.26520506,0.265205055475235,1,0.5380532,0.4619467854499817
139,0,0.00301,0.00301,0,0,0,0,0.10496256,0.104962557554245,1,0.28417617,0.7158238291740417
140,4,3.9459800000000005,0.054020000000000006,6,3,0,3,2.3616128,0.6383872032165527,4,5.3939333,1.3939332962036133
141,15,24.10156,9.101560000000001,41,20,6,8,14.38904,6.389039993286133,28,27.144241,0.8557586669921875
142,2,2.1738,0.1738,7,3,0,0,1.762707,1.762706995010376,6,3.51417,2.485830068588257
143,1,0.0019199999999999998,1.0019200000000001,0,0,0,0,0.425664,0.4256640076637268,0,0.7584349,0.7584348917007446
144,14,20.82882,6.8288199999999994,37,21,4,17,13.110115,3.8898849487304688,30,26.518175,3.4818248748779297
145,20,21.818,1.818,38,24,7,6,10.772139,4.772138595581055,18,22.250793,4.25079345703125
146,2,0.40069,1.59931,2,6,2,3,2.4495294,0.5504705905914307,4,3.4897122,0.5102877616882324
147,1,0.52882,0.47118000000000004,0,2,0,0,0.5620447,0.5620446801185608,0,0.7512416,0.7512416243553162
148,2,0.004070000000000001,2.00407,0,1,2,0,1.6490053,1.6490052938461304,3,2.39609,0.603909969329834
149,0,0.6894600000000001,0.6894600000000001,0,1,0,0,0.46875483,0.4687548279762268,0,0.86346006,0.8634600639343262
150,1,0.02239,1.02239,3,2,1,1,1.0582515,0.05825150012969971,0,1.8855596,1.8855595588684082
151,0,1.05264,1.05264,3,0,0,0,0.979175,0.9791749715805054,1,1.3087873,0.30878734588623047
152,3,5.54172,2.54172,10,9,3,4,3.4546103,0.5453896522521973,7,6.4903736,0.5096263885498047
153,2,4.15534,2.1553400000000003,4,6,3,1,2.58505,1.585050106048584,7,5.071694,1.9283061027526855
154,1,4.00902,3.00902,5,9,2,0,2.025521,2.0255210399627686,5,4.0581417,0.9418582916259766
155,11,25.430889999999998,14.43089,31,44,8,11,16.473179,5.473178863525391,25,32.98726,7.9872589111328125
156,2,3.24585,1.24585,4,4,2,4,3.3230734,0.6769266128540039,5,4.8285975,0.1714024543762207
157,3,8.40659,5.4065900000000005,9,12,6,2,5.120471,3.1204710006713867,11,9.62012,1.3798799514770508
158,15,30.549840000000003,15.54984,46,46,9,16,19.236814,3.236814498901367,34,38.86969,4.86968994140625
159,0,2.6051900000000003,2.6051900000000003,1,3,2,2,1.48192,0.5180799961090088,4,2.6321769,1.3678231239318848
160,0,1.25989,1.25989,1,1,0,0,0.6015623,0.6015623211860657,2,1.6990602,0.30093979835510254
161,1,1.9195900000000001,0.91959,1,0,0,0,1.1568792,1.156879186630249,1,2.0213168,1.0213167667388916
162,0,0.01817,0.01817,0,0,0,0,0.0,0.0,0,0.0,0.0
163,2,0.00358,2.00358,2,1,0,1,0.8064654,0.19353461265563965,0,1.7794006,1.7794005870819092
164,13,18.70609,5.7060900000000006,35,19,4,11,11.835611,0.8356113433837891,29,23.940203,5.059797286987305
165,0,3.81618,3.81618,5,6,2,4,2.4323604,1.5676395893096924,5,4.7721267,0.2278733253479004
166,15,11.54537,3.4546300000000003,18,9,3,6,6.2232375,0.2232375144958496,18,14.154436,3.8455638885498047
167,29,32.90618,3.9061800000000004,52,32,13,24,21.625017,2.3749828338623047,45,45.07623,0.07622909545898438
168,3,2.5950599999999997,0.40494,5,6,2,2,1.8816843,0.1183156967163086,4,3.5777028,0.42229723930358887
169,9,13.4168,4.4168,24,12,3,3,6.423955,3.423954963684082,13,13.269239,0.2692394256591797
170,2,2.52995,0.52995,8,4,1,0,1.3495924,1.3495924472808838,3,2.7039154,0.2960846424102783
171,10,11.30509,1.3050899999999999,13,9,3,7,6.0723033,0.927696704864502,15,13.811145,1.1888551712036133
172,13,9.60458,3.3954199999999997,13,11,3,6,5.351759,0.6482410430908203,19,13.709008,5.29099178314209
173,1,1.38554,0.38554,3,2,1,0,0.7984817,0.7984817028045654,0,1.3192885,1.3192884922027588
174,23,26.91787,3.9178699999999997,45,28,8,7,13.420063,6.420063018798828,24,24.778189,0.7781887054443359
175,0,0.52682,0.52682,0,0,0,0,0.2294166,0.2294165939092636,3,1.2643191,1.7356809377670288
176,0,0.20833000000000002,0.20833000000000002,0,2,0,0,0.058295164,0.05829516425728798,0,0.3720404,0.37204039096832275
177,0,5e-05,5e-05,0,2,0,1,0.26434925,0.7356507480144501,1,1.4568336,0.4568336009979248
178,0,0.55229,0.55229,0,0,0,0,0.20739774,0.20739774405956268,1,0.9622464,0.03775358200073242
179,5,2.0281599999999997,2.9718400000000003,2,5,1,0,1.0841677,1.084167718887329,5,4.671169,0.32883119583129883
180,2,0.74817,1.25183,1,1,0,0,0.33871946,0.3387194573879242,4,1.4407699,2.559230089187622
181,0,1.3232899999999999,1.3232899999999999,0,2,1,0,0.5271343,0.5271342992782593,2,2.352242,0.35224199295043945
182,0,0.0037,0.0037,0,0,0,0,0.0,0.0,0,0.0,0.0
183,2,1.16194,0.83806,1,3,1,0,0.626302,0.6263020038604736,4,2.698441,1.3015589714050293
184,1,0.51261,0.48739,0,0,0,0,0.1896307,0.18963070213794708,0,1.4355943,1.4355943202972412
185,3,0.9757100000000001,2.02429,2,3,0,0,0.5192867,0.5192866921424866,2,2.9580739,0.9580738544464111
186,2,0.016819999999999998,2.01682,0,0,0,0,0.34754178,0.34754177927970886,1,0.6836074,0.31639260053634644
187,5,3.8828199999999997,1.1171799999999998,8,5,1,5,2.3765998,2.6234002113342285,7,5.4281635,1.5718364715576172
188,8,7.081510000000001,0.9184899999999999,10,8,2,3,3.8532348,0.8532347679138184,12,10.255142,1.7448577880859375
189,8,6.7797600000000005,1.22024,11,5,2,5,4.3405724,0.6594276428222656,8,10.931885,2.931884765625
190,0,0.00028,0.00028,1,2,0,0,1.1466596,1.1466596126556396,3,2.5300117,0.4699883460998535
191,7,6.49046,0.50954,8,5,0,4,3.6491745,0.35082554817199707,8,9.347685,1.3476848602294922
192,14,10.01421,3.98579,15,15,3,8,6.437154,1.5628461837768555,18,16.2122,1.7877998352050781
193,3,0.0017699999999999999,3.00177,2,0,0,0,0.3990023,0.3990023136138916,0,0.7270714,0.7270714044570923
194,2,1.9738099999999998,0.026189999999999998,4,2,2,2,1.3495649,0.6504350900650024,3,2.7481198,0.2518801689147949
195,15,33.476240000000004,18.47624,35,53,12,13,20.913847,7.913846969604492,31,42.25828,11.258281707763672
196,1,0.9626299999999999,0.03737,1,0,0,0,0.40412593,0.4041259288787842,1,0.7101369,0.28986310958862305
197,21,39.373709999999996,18.37371,52,62,11,20,23.593658,3.593658447265625,41,47.570854,6.570854187011719
198,4,7.422439999999999,3.42244,12,13,4,7,4.27444,2.725560188293457,7,7.5922337,0.5922336578369141
199,7,0.0014199999999999998,7.0014199999999995,6,16,2,4,4.8901353,0.8901352882385254,7,8.593028,1.5930280685424805
200,0,2.9853,2.9853,2,2,2,1,1.7389407,0.7389407157897949,4,2.8270862,1.1729137897491455
201,1,0.00143,1.0014299999999998,0,0,0,1,0.2766449,0.7233551144599915,1,0.45821926,0.5417807400226593
202,3,0.6527,2.3473,0,0,0,0,0.32694635,0.32694634795188904,0,0.6674108,0.6674107909202576
203,6,2.63177,3.3682300000000005,4,1,0,1,1.026425,0.02642500400543213,2,2.7189913,0.7189912796020508
204,0,0.75058,0.75058,2,0,0,2,0.43405274,1.565947264432907,0,0.886052,0.8860520124435425
205,6,3.2949699999999997,2.70503,7,5,1,2,3.2364986,1.2364985942840576,2,4.2282505,2.228250503540039
206,5,0.00514,5.00514,2,1,0,2,0.9999407,1.0000593066215515,5,2.6488347,2.351165294647217
207,3,3.38489,0.38489,8,3,3,3,3.194132,0.19413208961486816,2,4.1729016,2.1729016304016113
208,16,7.40614,8.593860000000001,11,11,1,3,5.258328,2.2583279609680176,7,9.406648,2.4066476821899414
209,6,1.6534400000000002,4.34656,4,0,0,1,1.2363858,0.23638582229614258,2,2.326342,0.3263421058654785
210,2,3.01009,1.01009,4,4,0,2,1.7028835,0.2971165180206299,4,4.6103954,0.6103954315185547
211,6,3.5697400000000004,2.4302599999999996,7,1,2,2,2.030571,0.03057098388671875,6,5.404237,0.5957632064819336
212,3,14.482270000000002,11.48227,30,17,4,3,5.8355517,2.8355517387390137,10,12.28852,2.288519859313965
213,19,28.042409999999997,9.04241,43,22,6,7,11.774342,4.774341583251953,22,25.428936,3.428936004638672
214,7,14.833429999999998,7.83343,27,15,3,3,5.9650993,2.965099334716797,13,12.561323,0.4386768341064453
215,2,13.158370000000001,11.15837,28,17,2,3,5.034557,2.0345568656921387,10,11.034347,1.034346580505371
216,16,27.60878,11.60878,49,25,7,6,11.642703,5.642703056335449,21,25.144636,4.144636154174805
217,21,31.187070000000002,10.18707,50,22,7,9,13.611527,4.611527442932129,26,28.537846,2.5378456115722656
218,24,17.350929999999998,6.64907,33,19,3,13,8.875021,4.124979019165039,28,24.704124,3.2958755493164062
219,10,10.9997,0.9997,18,11,0,2,4.4445677,2.4445676803588867,16,12.053508,3.9464921951293945
220,12,11.31603,0.68397,21,13,0,4,5.7088265,1.7088265419006348,22,15.890844,6.109155654907227
221,4,5.14607,1.1460700000000001,12,7,0,4,2.3976486,1.602351427078247,3,6.6205463,3.620546340942383
222,19,12.581669999999999,6.41833,22,13,3,11,7.3762193,3.6237807273864746,27,20.15386,6.846139907836914
223,23,17.9075,5.0925,32,17,4,9,7.4865503,1.5134496688842773,23,20.303255,2.696744918823242
224,11,13.42808,2.42808,21,12,2,4,5.310236,1.3102359771728516,16,13.504047,2.495952606201172
225,32,33.32436,1.32436,61,37,13,21,22.242422,1.242422103881836,54,46.363174,7.6368255615234375
226,12,8.38531,3.61469,12,9,5,4,5.755583,1.7555828094482422,12,10.241608,1.758392333984375
227,37,35.98597,1.01403,58,38,14,28,24.309835,3.690164566040039,48,48.287003,0.2870025634765625
228,0,0.02595,0.02595,0,0,0,0,0.0,0.0,0,0.0,0.0
229,9,3.5966,5.4034,6,6,1,4,2.2631762,1.7368237972259521,3,4.0271444,1.027144432067871
230,8,6.72738,1.27262,8,9,7,5,5.1396174,0.1396174430847168,9,7.8140693,1.1859307289123535
231,6,4.63373,1.36627,12,8,0,1,1.9705771,0.9705771207809448,7,4.6970997,2.3029003143310547
232,1,1.1792,0.1792,0,2,2,2,0.68355834,1.3164416551589966,1,1.1294068,0.12940680980682373
233,0,0.64469,0.64469,0,0,0,0,0.4072574,0.40725740790367126,1,0.742114,0.25788599252700806
234,0,0.16416,0.16416,0,0,0,0,0.13615653,0.13615652918815613,0,0.24303453,0.24303452670574188
235,1,1.32806,0.32806,2,4,1,0,0.8610776,0.861077606678009,0,1.0998551,1.0998550653457642
236,1,0.00336,1.00336,3,0,2,1,0.7753133,0.22468668222427368,0,1.0183204,1.0183204412460327
237,3,1.22979,1.7702099999999998,2,3,1,0,0.7690696,0.7690696120262146,0,1.6130049,1.6130049228668213
238,10,20.11438,10.11438,37,17,4,6,10.085105,4.085104942321777,24,18.620676,5.379323959350586
239,1,3.1406,2.1406,4,7,0,2,2.040063,0.040062904357910156,1,4.1541815,3.154181480407715
240,2,0.02216,2.02216,4,3,1,0,1.1077199,1.107719898223877,1,1.4549134,0.4549133777618408
241,27,26.299229999999998,0.70077,44,20,8,7,12.711704,5.711704254150391,21,22.453642,1.4536418914794922
242,2,1.36901,0.6309899999999999,0,4,1,2,0.99098283,1.0090171694755554,1,1.4137565,0.41375648975372314
243,5,4.508780000000001,0.49122,8,6,1,4,2.348399,1.6516010761260986,5,4.846129,0.1538710594177246
244,15,35.1778,20.1778,36,53,12,13,21.108212,8.108211517333984,32,42.559555,10.559555053710938
245,12,28.96575,16.96575,44,40,8,13,17.618273,4.61827278137207,34,35.17486,1.1748580932617188
246,2,3.0389999999999997,1.0390000000000001,4,5,1,2,1.8906262,0.10937380790710449,2,4.169824,2.1698241233825684
247,43,41.16957,1.83043,73,46,17,25,28.264242,3.264242172241211,66,56.1417,9.858299255371094
248,17,24.177570000000003,7.177569999999999,41,24,7,18,16.713219,1.2867813110351562,37,33.54343,3.4565696716308594
249,15,7.78441,7.21559,10,9,5,9,4.0444264,4.955573558807373,7,7.83391,0.8339099884033203
250,5,0.010620000000000001,5.010619999999999,13,18,4,5,5.0514736,0.05147361755371094,8,8.212443,0.21244335174560547
251,5,2.1528,2.8472,2,1,2,2,1.826535,0.17346501350402832,4,2.793634,1.2063660621643066
252,16,18.37245,2.37245,21,22,16,12,11.092514,0.9074859619140625,19,19.33736,0.3373603820800781
253,7,14.157070000000001,7.15707,24,22,16,10,9.58428,0.41571998596191406,13,15.958279,2.9582786560058594
254,6,2.78681,3.21319,5,9,2,6,4.6019483,1.3980517387390137,7,7.622412,0.6224122047424316
255,12,15.179720000000001,3.17972,24,22,16,11,9.256882,1.7431182861328125,13,16.137339,3.137338638305664
256,16,15.63601,0.36399000000000004,21,19,14,9,9.435381,0.4353809356689453,17,16.327076,0.6729240417480469
257,3,0.00309,3.0030900000000003,4,4,1,3,3.0515633,0.051563262939453125,6,4.6672807,1.332719326019287
258,3,0.00187,3.0018700000000003,1,0,0,2,1.0930533,0.9069466590881348,1,1.5251808,0.5251808166503906
